Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
392,Japan,5510,Production,1354,Strawberries,2024,2024,t,160250.28,I,Value imputed by a receiving agency,
400,Jordan,5312,Area harvested,1354,Strawberries,2020,2020,ha,155,A,Official figure,
400,Jordan,5412,Yield,1354,Strawberries,2020,2020,kg/ha,38027.1,A,Official figure,
400,Jordan,5510,Production,1354,Strawberries,2020,2020,t,5898,A,Official figure,
400,Jordan,5312,Area harvested,1354,Strawberries,2021,2021,ha,206,A,Official figure,
400,Jordan,5412,Yield,1354,Strawberries,2021,2021,kg/ha,33412.6,A,Official figure,
400,Jordan,5510,Production,1354,Strawberries,2021,2021,t,6883,A,Official figure,
400,Jordan,5312,Area harvested,1354,Strawberries,2022,2022,ha,206,A,Official figure,
400,Jordan,5412,Yield,1354,Strawberries,2022,2022,kg/ha,19928.1,A,Official figure,
400,Jordan,5510,Production,1354,Strawberries,2022,2022,t,4105.19,A,Official figure,
400,Jordan,5312,Area harvested,1354,Strawberries,2023,2023,ha,293,A,Official figure,
400,Jordan,5412,Yield,1354,Strawberries,2023,2023,kg/ha,34143.3,A,Official figure,
400,Jordan,5510,Production,1354,Strawberries,2023,2023,t,10004,A,Official figure,
400,Jordan,5312,Area harvested,1354,Strawberries,2024,2024,ha,448,A,Official figure,
400,Jordan,5412,Yield,1354,Strawberries,2024,2024,kg/ha,25000,A,Official figure,
400,Jordan,5510,Production,1354,Strawberries,2024,2024,t,11195,A,Official figure,
398,Kazakhstan,5312,Area harvested,1354,Strawberries,2020,2020,ha,871,A,Official figure,
398,Kazakhstan,5412,Yield,1354,Strawberries,2020,2020,kg/ha,7861.4,A,Official figure,
398,Kazakhstan,5510,Production,1354,Strawberries,2020,2020,t,6846.48,A,Official figure,
398,Kazakhstan,5312,Area harvested,1354,Strawberries,2021,2021,ha,877,A,Official figure,
398,Kazakhstan,5412,Yield,1354,Strawberries,2021,2021,kg/ha,7953.8,A,Official figure,
398,Kazakhstan,5510,Production,1354,Strawberries,2021,2021,t,6977.85,A,Official figure,
398,Kazakhstan,5312,Area harvested,1354,Strawberries,2022,2022,ha,1058,A,Official figure,
398,Kazakhstan,5412,Yield,1354,Strawberries,2022,2022,kg/ha,7660.3,A,Official figure,
398,Kazakhstan,5510,Production,1354,Strawberries,2022,2022,t,8106.16,A,Official figure,
398,Kazakhstan,5312,Area harvested,1354,Strawberries,2023,2023,ha,1084,A,Official figure,
398,Kazakhstan,5412,Yield,1354,Strawberries,2023,2023,kg/ha,8310.8,A,Official figure,
398,Kazakhstan,5510,Production,1354,Strawberries,2023,2023,t,9009.79,A,Official figure,
398,Kazakhstan,5312,Area harvested,1354,Strawberries,2024,2024,ha,1040,A,Official figure,
398,Kazakhstan,5412,Yield,1354,Strawberries,2024,2024,kg/ha,8140.4,A,Official figure,
398,Kazakhstan,5510,Production,1354,Strawberries,2024,2024,t,8466.82,A,Official figure,
404,Kenya,5312,Area harvested,1354,Strawberries,2020,2020,ha,59,A,Official figure,
404,Kenya,5412,Yield,1354,Strawberries,2020,2020,kg/ha,8492.9,A,Official figure,
404,Kenya,5510,Production,1354,Strawberries,2020,2020,t,499.89,A,Official figure,
404,Kenya,5312,Area harvested,1354,Strawberries,2021,2021,ha,77,A,Official figure,
404,Kenya,5412,Yield,1354,Strawberries,2021,2021,kg/ha,4935.1,A,Official figure,
404,Kenya,5510,Production,1354,Strawberries,2021,2021,t,381.83,A,Official figure,
404,Kenya,5312,Area harvested,1354,Strawberries,2022,2022,ha,53,I,Value imputed by a receiving agency,
404,Kenya,5412,Yield,1354,Strawberries,2022,2022,kg/ha,11154.7,E,Estimated value,
404,Kenya,5510,Production,1354,Strawberries,2022,2022,t,593.83,I,Value imputed by a receiving agency,
404,Kenya,5312,Area harvested,1354,Strawberries,2023,2023,ha,23,A,Official figure,
404,Kenya,5412,Yield,1354,Strawberries,2023,2023,kg/ha,33043.5,A,Official figure,
404,Kenya,5510,Production,1354,Strawberries,2023,2023,t,760,A,Official figure,
404,Kenya,5312,Area harvested,1354,Strawberries,2024,2024,ha,23,A,Official figure,
404,Kenya,5412,Yield,1354,Strawberries,2024,2024,kg/ha,4782.6,A,Official figure,
404,Kenya,5510,Production,1354,Strawberries,2024,2024,t,110,A,Official figure,
414,Kuwait,5312,Area harvested,1354,Strawberries,2020,2020,ha,20,A,Official figure,
414,Kuwait,5412,Yield,1354,Strawberries,2020,2020,kg/ha,9500,A,Official figure,
414,Kuwait,5510,Production,1354,Strawberries,2020,2020,t,190,A,Official figure,
414,Kuwait,5312,Area harvested,1354,Strawberries,2021,2021,ha,7,I,Value imputed by a receiving agency,
414,Kuwait,5412,Yield,1354,Strawberries,2021,2021,kg/ha,28036.6,E,Estimated value,
414,Kuwait,5510,Production,1354,Strawberries,2021,2021,t,196,A,Official figure,
414,Kuwait,5312,Area harvested,1354,Strawberries,2022,2022,ha,8,I,Value imputed by a receiving agency,
414,Kuwait,5412,Yield,1354,Strawberries,2022,2022,kg/ha,34760.9,E,Estimated value,
414,Kuwait,5510,Production,1354,Strawberries,2022,2022,t,263,A,Official figure,
414,Kuwait,5312,Area harvested,1354,Strawberries,2023,2023,ha,6,I,Value imputed by a receiving agency,
414,Kuwait,5412,Yield,1354,Strawberries,2023,2023,kg/ha,34124.9,E,Estimated value,
414,Kuwait,5510,Production,1354,Strawberries,2023,2023,t,191,A,Official figure,
414,Kuwait,5312,Area harvested,1354,Strawberries,2024,2024,ha,4,I,Value imputed by a receiving agency,
414,Kuwait,5412,Yield,1354,Strawberries,2024,2024,kg/ha,34280.8,E,Estimated value,
414,Kuwait,5510,Production,1354,Strawberries,2024,2024,t,142.3,A,Official figure,
417,Kyrgyzstan,5312,Area harvested,1354,Strawberries,2020,2020,ha,410,I,Value imputed by a receiving agency,
417,Kyrgyzstan,5412,Yield,1354,Strawberries,2020,2020,kg/ha,5217.3,E,Estimated value,
417,Kyrgyzstan,5510,Production,1354,Strawberries,2020,2020,t,2141.11,E,Estimated value,
417,Kyrgyzstan,5312,Area harvested,1354,Strawberries,2021,2021,ha,415,E,Estimated value,
417,Kyrgyzstan,5412,Yield,1354,Strawberries,2021,2021,kg/ha,5115.5,E,Estimated value,
417,Kyrgyzstan,5510,Production,1354,Strawberries,2021,2021,t,2123.45,E,Estimated value,
417,Kyrgyzstan,5312,Area harvested,1354,Strawberries,2022,2022,ha,412,E,Estimated value,
417,Kyrgyzstan,5412,Yield,1354,Strawberries,2022,2022,kg/ha,5178.6,E,Estimated value,
417,Kyrgyzstan,5510,Production,1354,Strawberries,2022,2022,t,2135.2,E,Estimated value,
417,Kyrgyzstan,5312,Area harvested,1354,Strawberries,2023,2023,ha,413,E,Estimated value,
417,Kyrgyzstan,5412,Yield,1354,Strawberries,2023,2023,kg/ha,5170.3,E,Estimated value,
417,Kyrgyzstan,5510,Production,1354,Strawberries,2023,2023,t,2133.25,E,Estimated value,
417,Kyrgyzstan,5312,Area harvested,1354,Strawberries,2024,2024,ha,413,E,Estimated value,
417,Kyrgyzstan,5412,Yield,1354,Strawberries,2024,2024,kg/ha,5154.7,E,Estimated value,
417,Kyrgyzstan,5510,Production,1354,Strawberries,2024,2024,t,2130.63,E,Estimated value,
428,Latvia,5312,Area harvested,1354,Strawberries,2020,2020,ha,500,A,Official figure,
428,Latvia,5412,Yield,1354,Strawberries,2020,2020,kg/ha,2200,A,Official figure,
428,Latvia,5510,Production,1354,Strawberries,2020,2020,t,1100,A,Official figure,
428,Latvia,5312,Area harvested,1354,Strawberries,2021,2021,ha,400,A,Official figure,
428,Latvia,5412,Yield,1354,Strawberries,2021,2021,kg/ha,2000,A,Official figure,
428,Latvia,5510,Production,1354,Strawberries,2021,2021,t,800,A,Official figure,
428,Latvia,5312,Area harvested,1354,Strawberries,2022,2022,ha,460,A,Official figure,
428,Latvia,5412,Yield,1354,Strawberries,2022,2022,kg/ha,2673.9,A,Official figure,
428,Latvia,5510,Production,1354,Strawberries,2022,2022,t,1230,A,Official figure,
428,Latvia,5312,Area harvested,1354,Strawberries,2023,2023,ha,480,A,Official figure,
428,Latvia,5412,Yield,1354,Strawberries,2023,2023,kg/ha,1645.8,A,Official figure,
428,Latvia,5510,Production,1354,Strawberries,2023,2023,t,790,A,Official figure,
428,Latvia,5312,Area harvested,1354,Strawberries,2024,2024,ha,500,A,Official figure,
428,Latvia,5412,Yield,1354,Strawberries,2024,2024,kg/ha,1000,A,Official figure,
428,Latvia,5510,Production,1354,Strawberries,2024,2024,t,500,A,Official figure,
422,Lebanon,5312,Area harvested,1354,Strawberries,2020,2020,ha,312,E,Estimated value,
422,Lebanon,5412,Yield,1354,Strawberries,2020,2020,kg/ha,8955,E,Estimated value,
422,Lebanon,5510,Production,1354,Strawberries,2020,2020,t,2794.01,E,Estimated value,
422,Lebanon,5312,Area harvested,1354,Strawberries,2021,2021,ha,310,E,Estimated value,
422,Lebanon,5412,Yield,1354,Strawberries,2021,2021,kg/ha,8545.5,E,Estimated value,
422,Lebanon,5510,Production,1354,Strawberries,2021,2021,t,2652.02,E,Estimated value,
422,Lebanon,5312,Area harvested,1354,Strawberries,2022,2022,ha,319,E,Estimated value,
422,Lebanon,5412,Yield,1354,Strawberries,2022,2022,kg/ha,8266.4,E,Estimated value,
422,Lebanon,5510,Production,1354,Strawberries,2022,2022,t,2639.09,E,Estimated value,
422,Lebanon,5312,Area harvested,1354,Strawberries,2023,2023,ha,314,E,Estimated value,
422,Lebanon,5412,Yield,1354,Strawberries,2023,2023,kg/ha,8586.6,E,Estimated value,
422,Lebanon,5510,Production,1354,Strawberries,2023,2023,t,2695.04,E,Estimated value,
422,Lebanon,5312,Area harvested,1354,Strawberries,2024,2024,ha,314,E,Estimated value,
422,Lebanon,5412,Yield,1354,Strawberries,2024,2024,kg/ha,8464.7,E,Estimated value,
422,Lebanon,5510,Production,1354,Strawberries,2024,2024,t,2662.05,E,Estimated value,
440,Lithuania,5312,Area harvested,1354,Strawberries,2020,2020,ha,940,A,Official figure,
440,Lithuania,5412,Yield,1354,Strawberries,2020,2020,kg/ha,3638.3,A,Official figure,
440,Lithuania,5510,Production,1354,Strawberries,2020,2020,t,3420,A,Official figure,
440,Lithuania,5312,Area harvested,1354,Strawberries,2021,2021,ha,870,A,Official figure,
440,Lithuania,5412,Yield,1354,Strawberries,2021,2021,kg/ha,3172.4,A,Official figure,
440,Lithuania,5510,Production,1354,Strawberries,2021,2021,t,2760,A,Official figure,
440,Lithuania,5312,Area harvested,1354,Strawberries,2022,2022,ha,780,A,Official figure,
440,Lithuania,5412,Yield,1354,Strawberries,2022,2022,kg/ha,3089.7,A,Official figure,
440,Lithuania,5510,Production,1354,Strawberries,2022,2022,t,2410,A,Official figure,
440,Lithuania,5312,Area harvested,1354,Strawberries,2023,2023,ha,790,A,Official figure,
440,Lithuania,5412,Yield,1354,Strawberries,2023,2023,kg/ha,2645.6,A,Official figure,
440,Lithuania,5510,Production,1354,Strawberries,2023,2023,t,2090,A,Official figure,
440,Lithuania,5312,Area harvested,1354,Strawberries,2024,2024,ha,760,A,Official figure,
440,Lithuania,5412,Yield,1354,Strawberries,2024,2024,kg/ha,3565.8,A,Official figure,
440,Lithuania,5510,Production,1354,Strawberries,2024,2024,t,2710,A,Official figure,
442,Luxembourg,5312,Area harvested,1354,Strawberries,2020,2020,ha,10,A,Official figure,
442,Luxembourg,5412,Yield,1354,Strawberries,2020,2020,kg/ha,1000,A,Official figure,
442,Luxembourg,5510,Production,1354,Strawberries,2020,2020,t,10,A,Official figure,
442,Luxembourg,5312,Area harvested,1354,Strawberries,2021,2021,ha,10,A,Official figure,
442,Luxembourg,5412,Yield,1354,Strawberries,2021,2021,kg/ha,1000,A,Official figure,
442,Luxembourg,5510,Production,1354,Strawberries,2021,2021,t,10,A,Official figure,
442,Luxembourg,5312,Area harvested,1354,Strawberries,2022,2022,ha,10,A,Official figure,
442,Luxembourg,5412,Yield,1354,Strawberries,2022,2022,kg/ha,1000,A,Official figure,
442,Luxembourg,5510,Production,1354,Strawberries,2022,2022,t,10,A,Official figure,
442,Luxembourg,5312,Area harvested,1354,Strawberries,2023,2023,ha,10,A,Official figure,
442,Luxembourg,5412,Yield,1354,Strawberries,2023,2023,kg/ha,2000,A,Official figure,
442,Luxembourg,5510,Production,1354,Strawberries,2023,2023,t,20,A,Official figure,
442,Luxembourg,5312,Area harvested,1354,Strawberries,2024,2024,ha,10,A,Official figure,
442,Luxembourg,5412,Yield,1354,Strawberries,2024,2024,kg/ha,2000,A,Official figure,
442,Luxembourg,5510,Production,1354,Strawberries,2024,2024,t,20,A,Official figure,
454,Malawi,5312,Area harvested,1354,Strawberries,2020,2020,ha,119,I,Value imputed by a receiving agency,
454,Malawi,5412,Yield,1354,Strawberries,2020,2020,kg/ha,1009.6,E,Estimated value,
454,Malawi,5510,Production,1354,Strawberries,2020,2020,t,119.75,I,Value imputed by a receiving agency,
454,Malawi,5312,Area harvested,1354,Strawberries,2021,2021,ha,76,I,Value imputed by a receiving agency,
454,Malawi,5412,Yield,1354,Strawberries,2021,2021,kg/ha,1252.6,E,Estimated value,
454,Malawi,5510,Production,1354,Strawberries,2021,2021,t,95.49,I,Value imputed by a receiving agency,
454,Malawi,5312,Area harvested,1354,Strawberries,2022,2022,ha,141,I,Value imputed by a receiving agency,
454,Malawi,5412,Yield,1354,Strawberries,2022,2022,kg/ha,940.1,E,Estimated value,
454,Malawi,5510,Production,1354,Strawberries,2022,2022,t,132.18,I,Value imputed by a receiving agency,
454,Malawi,5312,Area harvested,1354,Strawberries,2023,2023,ha,142,I,Value imputed by a receiving agency,
454,Malawi,5412,Yield,1354,Strawberries,2023,2023,kg/ha,937.3,E,Estimated value,
454,Malawi,5510,Production,1354,Strawberries,2023,2023,t,132.86,I,Value imputed by a receiving agency,
454,Malawi,5312,Area harvested,1354,Strawberries,2024,2024,ha,143,I,Value imputed by a receiving agency,
454,Malawi,5412,Yield,1354,Strawberries,2024,2024,kg/ha,934.4,E,Estimated value,
454,Malawi,5510,Production,1354,Strawberries,2024,2024,t,133.54,I,Value imputed by a receiving agency,
470,Malta,5510,Production,1354,Strawberries,2020,2020,t,1530,A,Official figure,
470,Malta,5510,Production,1354,Strawberries,2021,2021,t,1330,A,Official figure,
470,Malta,5510,Production,1354,Strawberries,2022,2022,t,1150,A,Official figure,
470,Malta,5510,Production,1354,Strawberries,2023,2023,t,1300,A,Official figure,
470,Malta,5510,Production,1354,Strawberries,2024,2024,t,1220,A,Official figure,
484,Mexico,5312,Area harvested,1354,Strawberries,2020,2020,ha,12913,A,Official figure,
484,Mexico,5412,Yield,1354,Strawberries,2020,2020,kg/ha,43173.8,A,Official figure,
484,Mexico,5510,Production,1354,Strawberries,2020,2020,t,557514.2,A,Official figure,
484,Mexico,5312,Area harvested,1354,Strawberries,2021,2021,ha,11905,A,Official figure,
484,Mexico,5412,Yield,1354,Strawberries,2021,2021,kg/ha,45601.6,A,Official figure,
484,Mexico,5510,Production,1354,Strawberries,2021,2021,t,542890.63,A,Official figure,
484,Mexico,5312,Area harvested,1354,Strawberries,2022,2022,ha,13294,A,Official figure,
484,Mexico,5412,Yield,1354,Strawberries,2022,2022,kg/ha,43488.8,A,Official figure,
484,Mexico,5510,Production,1354,Strawberries,2022,2022,t,578141.89,A,Official figure,
484,Mexico,5312,Area harvested,1354,Strawberries,2023,2023,ha,15267,A,Official figure,
484,Mexico,5412,Yield,1354,Strawberries,2023,2023,kg/ha,42023.5,A,Official figure,
484,Mexico,5510,Production,1354,Strawberries,2023,2023,t,641552.22,A,Official figure,
484,Mexico,5312,Area harvested,1354,Strawberries,2024,2024,ha,15858,A,Official figure,
484,Mexico,5412,Yield,1354,Strawberries,2024,2024,kg/ha,43895.6,A,Official figure,
484,Mexico,5510,Production,1354,Strawberries,2024,2024,t,696112.63,A,Official figure,
504,Morocco,5312,Area harvested,1354,Strawberries,2020,2020,ha,3279,A,Official figure,
504,Morocco,5412,Yield,1354,Strawberries,2020,2020,kg/ha,50916.4,A,Official figure,
504,Morocco,5510,Production,1354,Strawberries,2020,2020,t,166955,A,Official figure,
504,Morocco,5312,Area harvested,1354,Strawberries,2021,2021,ha,2805,A,Official figure,
504,Morocco,5412,Yield,1354,Strawberries,2021,2021,kg/ha,50294.1,A,Official figure,
504,Morocco,5510,Production,1354,Strawberries,2021,2021,t,141075,A,Official figure,
504,Morocco,5312,Area harvested,1354,Strawberries,2022,2022,ha,2736,A,Official figure,
504,Morocco,5412,Yield,1354,Strawberries,2022,2022,kg/ha,48354,A,Official figure,
504,Morocco,5510,Production,1354,Strawberries,2022,2022,t,132296.55,A,Official figure,
504,Morocco,5312,Area harvested,1354,Strawberries,2023,2023,ha,3292,A,Official figure,
504,Morocco,5412,Yield,1354,Strawberries,2023,2023,kg/ha,41699.6,A,Official figure,
504,Morocco,5510,Production,1354,Strawberries,2023,2023,t,137275,A,Official figure,
504,Morocco,5312,Area harvested,1354,Strawberries,2024,2024,ha,1569,A,Official figure,
504,Morocco,5412,Yield,1354,Strawberries,2024,2024,kg/ha,52863,A,Official figure,
504,Morocco,5510,Production,1354,Strawberries,2024,2024,t,82942,A,Official figure,
528,Netherlands (Kingdom of the),5312,Area harvested,1354,Strawberries,2020,2020,ha,1520,A,Official figure,
528,Netherlands (Kingdom of the),5412,Yield,1354,Strawberries,2020,2020,kg/ha,51032.9,A,Official figure,
528,Netherlands (Kingdom of the),5510,Production,1354,Strawberries,2020,2020,t,77570,A,Official figure,
528,Netherlands (Kingdom of the),5312,Area harvested,1354,Strawberries,2021,2021,ha,1540,A,Official figure,
528,Netherlands (Kingdom of the),5412,Yield,1354,Strawberries,2021,2021,kg/ha,55733.8,A,Official figure,
528,Netherlands (Kingdom of the),5510,Production,1354,Strawberries,2021,2021,t,85830,A,Official figure,
528,Netherlands (Kingdom of the),5312,Area harvested,1354,Strawberries,2022,2022,ha,1440,A,Official figure,
528,Netherlands (Kingdom of the),5412,Yield,1354,Strawberries,2022,2022,kg/ha,60472.2,A,Official figure,
528,Netherlands (Kingdom of the),5510,Production,1354,Strawberries,2022,2022,t,87080,A,Official figure,
528,Netherlands (Kingdom of the),5312,Area harvested,1354,Strawberries,2023,2023,ha,1420,A,Official figure,
528,Netherlands (Kingdom of the),5412,Yield,1354,Strawberries,2023,2023,kg/ha,55683.1,A,Official figure,
528,Netherlands (Kingdom of the),5510,Production,1354,Strawberries,2023,2023,t,79070,A,Official figure,
528,Netherlands (Kingdom of the),5312,Area harvested,1354,Strawberries,2024,2024,ha,1430,A,Official figure,
528,Netherlands (Kingdom of the),5412,Yield,1354,Strawberries,2024,2024,kg/ha,60419.6,A,Official figure,
528,Netherlands (Kingdom of the),5510,Production,1354,Strawberries,2024,2024,t,86400,A,Official figure,
554,New Zealand,5312,Area harvested,1354,Strawberries,2020,2020,ha,190,A,Official figure,
554,New Zealand,5412,Yield,1354,Strawberries,2020,2020,kg/ha,17820.6,E,Estimated value,
554,New Zealand,5510,Production,1354,Strawberries,2020,2020,t,3385.92,I,Value imputed by a receiving agency,
554,New Zealand,5312,Area harvested,1354,Strawberries,2021,2021,ha,190,A,Official figure,
554,New Zealand,5412,Yield,1354,Strawberries,2021,2021,kg/ha,15588.4,E,Estimated value,
554,New Zealand,5510,Production,1354,Strawberries,2021,2021,t,2961.79,I,Value imputed by a receiving agency,
554,New Zealand,5312,Area harvested,1354,Strawberries,2022,2022,ha,163,A,Official figure,
554,New Zealand,5412,Yield,1354,Strawberries,2022,2022,kg/ha,13516.1,E,Estimated value,
554,New Zealand,5510,Production,1354,Strawberries,2022,2022,t,2203.13,I,Value imputed by a receiving agency,
554,New Zealand,5312,Area harvested,1354,Strawberries,2023,2023,ha,163,A,Official figure,
554,New Zealand,5412,Yield,1354,Strawberries,2023,2023,kg/ha,12653.5,E,Estimated value,
554,New Zealand,5510,Production,1354,Strawberries,2023,2023,t,2062.53,I,Value imputed by a receiving agency,
554,New Zealand,5312,Area harvested,1354,Strawberries,2024,2024,ha,124,A,Official figure,
554,New Zealand,5412,Yield,1354,Strawberries,2024,2024,kg/ha,12038.2,E,Estimated value,
554,New Zealand,5510,Production,1354,Strawberries,2024,2024,t,1492.74,I,Value imputed by a receiving agency,
807,North Macedonia,5312,Area harvested,1354,Strawberries,2020,2020,ha,846,A,Official figure,
807,North Macedonia,5412,Yield,1354,Strawberries,2020,2020,kg/ha,6952.7,A,Official figure,
807,North Macedonia,5510,Production,1354,Strawberries,2020,2020,t,5882,A,Official figure,
807,North Macedonia,5312,Area harvested,1354,Strawberries,2021,2021,ha,858,A,Official figure,
807,North Macedonia,5412,Yield,1354,Strawberries,2021,2021,kg/ha,6768.1,A,Official figure,
807,North Macedonia,5510,Production,1354,Strawberries,2021,2021,t,5807,A,Official figure,
807,North Macedonia,5312,Area harvested,1354,Strawberries,2022,2022,ha,847,A,Official figure,
807,North Macedonia,5412,Yield,1354,Strawberries,2022,2022,kg/ha,7103.9,A,Official figure,
807,North Macedonia,5510,Production,1354,Strawberries,2022,2022,t,6017,A,Official figure,
807,North Macedonia,5312,Area harvested,1354,Strawberries,2023,2023,ha,837,A,Official figure,
807,North Macedonia,5412,Yield,1354,Strawberries,2023,2023,kg/ha,7311.8,A,Official figure,
807,North Macedonia,5510,Production,1354,Strawberries,2023,2023,t,6120,A,Official figure,
807,North Macedonia,5312,Area harvested,1354,Strawberries,2024,2024,ha,838,A,Official figure,
807,North Macedonia,5412,Yield,1354,Strawberries,2024,2024,kg/ha,5983.3,A,Official figure,
807,North Macedonia,5510,Production,1354,Strawberries,2024,2024,t,5014,A,Official figure,
578,Norway,5312,Area harvested,1354,Strawberries,2020,2020,ha,1251,A,Official figure,
578,Norway,5412,Yield,1354,Strawberries,2020,2020,kg/ha,5617.1,A,Official figure,
578,Norway,5510,Production,1354,Strawberries,2020,2020,t,7027,A,Official figure,
578,Norway,5312,Area harvested,1354,Strawberries,2021,2021,ha,1113,A,Official figure,
578,Norway,5412,Yield,1354,Strawberries,2021,2021,kg/ha,5619,A,Official figure,
578,Norway,5510,Production,1354,Strawberries,2021,2021,t,6254,A,Official figure,
578,Norway,5312,Area harvested,1354,Strawberries,2022,2022,ha,938,A,Official figure,
578,Norway,5412,Yield,1354,Strawberries,2022,2022,kg/ha,7518.1,A,Official figure,
578,Norway,5510,Production,1354,Strawberries,2022,2022,t,7052,A,Official figure,
578,Norway,5312,Area harvested,1354,Strawberries,2023,2023,ha,914,A,Official figure,
578,Norway,5412,Yield,1354,Strawberries,2023,2023,kg/ha,7485.8,A,Official figure,
578,Norway,5510,Production,1354,Strawberries,2023,2023,t,6842,A,Official figure,
578,Norway,5312,Area harvested,1354,Strawberries,2024,2024,ha,900,A,Official figure,
578,Norway,5412,Yield,1354,Strawberries,2024,2024,kg/ha,7555.6,A,Official figure,
578,Norway,5510,Production,1354,Strawberries,2024,2024,t,6800,A,Official figure,
586,Pakistan,5312,Area harvested,1354,Strawberries,2020,2020,ha,529,A,Official figure,
586,Pakistan,5412,Yield,1354,Strawberries,2020,2020,kg/ha,3321.4,A,Official figure,
586,Pakistan,5510,Production,1354,Strawberries,2020,2020,t,1757,A,Official figure,
586,Pakistan,5312,Area harvested,1354,Strawberries,2021,2021,ha,474,A,Official figure,
586,Pakistan,5412,Yield,1354,Strawberries,2021,2021,kg/ha,3559.1,A,Official figure,
586,Pakistan,5510,Production,1354,Strawberries,2021,2021,t,1687,A,Official figure,
586,Pakistan,5312,Area harvested,1354,Strawberries,2022,2022,ha,465,A,Official figure,
586,Pakistan,5412,Yield,1354,Strawberries,2022,2022,kg/ha,3711.8,A,Official figure,
586,Pakistan,5510,Production,1354,Strawberries,2022,2022,t,1726,A,Official figure,
586,Pakistan,5312,Area harvested,1354,Strawberries,2023,2023,ha,559,A,Official figure,
586,Pakistan,5412,Yield,1354,Strawberries,2023,2023,kg/ha,3674.4,A,Official figure,
586,Pakistan,5510,Production,1354,Strawberries,2023,2023,t,2054,A,Official figure,
586,Pakistan,5312,Area harvested,1354,Strawberries,2024,2024,ha,571,A,Official figure,
586,Pakistan,5412,Yield,1354,Strawberries,2024,2024,kg/ha,5231.2,A,Official figure,
586,Pakistan,5510,Production,1354,Strawberries,2024,2024,t,2987,A,Official figure,
275,Palestine,5312,Area harvested,1354,Strawberries,2020,2020,ha,120,A,Official figure,
275,Palestine,5412,Yield,1354,Strawberries,2020,2020,kg/ha,26500,A,Official figure,
275,Palestine,5510,Production,1354,Strawberries,2020,2020,t,3180,A,Official figure,
275,Palestine,5312,Area harvested,1354,Strawberries,2021,2021,ha,263,A,Official figure,
275,Palestine,5412,Yield,1354,Strawberries,2021,2021,kg/ha,64764.3,A,Official figure,
275,Palestine,5510,Production,1354,Strawberries,2021,2021,t,17033,A,Official figure,
275,Palestine,5312,Area harvested,1354,Strawberries,2022,2022,ha,230,I,Value imputed by a receiving agency,
275,Palestine,5412,Yield,1354,Strawberries,2022,2022,kg/ha,45273.9,E,Estimated value,
275,Palestine,5510,Production,1354,Strawberries,2022,2022,t,10435.6,I,Value imputed by a receiving agency,
600,Paraguay,5312,Area harvested,1354,Strawberries,2020,2020,ha,414,A,Official figure,
600,Paraguay,5412,Yield,1354,Strawberries,2020,2020,kg/ha,10903.4,A,Official figure,
600,Paraguay,5510,Production,1354,Strawberries,2020,2020,t,4514,A,Official figure,
600,Paraguay,5312,Area harvested,1354,Strawberries,2021,2021,ha,424,A,Official figure,
600,Paraguay,5412,Yield,1354,Strawberries,2021,2021,kg/ha,10941,A,Official figure,
600,Paraguay,5510,Production,1354,Strawberries,2021,2021,t,4639,A,Official figure,
600,Paraguay,5312,Area harvested,1354,Strawberries,2022,2022,ha,360,A,Official figure,
600,Paraguay,5412,Yield,1354,Strawberries,2022,2022,kg/ha,12286.1,A,Official figure,
600,Paraguay,5510,Production,1354,Strawberries,2022,2022,t,4423,A,Official figure,
600,Paraguay,5312,Area harvested,1354,Strawberries,2023,2023,ha,364,A,Official figure,
600,Paraguay,5412,Yield,1354,Strawberries,2023,2023,kg/ha,12173.1,A,Official figure,
600,Paraguay,5510,Production,1354,Strawberries,2023,2023,t,4431,A,Official figure,
600,Paraguay,5312,Area harvested,1354,Strawberries,2024,2024,ha,388,I,Value imputed by a receiving agency,
600,Paraguay,5412,Yield,1354,Strawberries,2024,2024,kg/ha,11510.6,E,Estimated value,
600,Paraguay,5510,Production,1354,Strawberries,2024,2024,t,4462.02,I,Value imputed by a receiving agency,
604,Peru,5312,Area harvested,1354,Strawberries,2020,2020,ha,1228,A,Official figure,
604,Peru,5412,Yield,1354,Strawberries,2020,2020,kg/ha,17614.8,A,Official figure,
604,Peru,5510,Production,1354,Strawberries,2020,2020,t,21636.28,A,Official figure,
604,Peru,5312,Area harvested,1354,Strawberries,2021,2021,ha,2077,A,Official figure,
604,Peru,5412,Yield,1354,Strawberries,2021,2021,kg/ha,18313,A,Official figure,
604,Peru,5510,Production,1354,Strawberries,2021,2021,t,38043.45,A,Official figure,
604,Peru,5312,Area harvested,1354,Strawberries,2022,2022,ha,2595,A,Official figure,
604,Peru,5412,Yield,1354,Strawberries,2022,2022,kg/ha,17741.9,A,Official figure,
604,Peru,5510,Production,1354,Strawberries,2022,2022,t,46032.33,A,Official figure,
604,Peru,5312,Area harvested,1354,Strawberries,2023,2023,ha,2456,A,Official figure,
604,Peru,5412,Yield,1354,Strawberries,2023,2023,kg/ha,17625.8,A,Official figure,
604,Peru,5510,Production,1354,Strawberries,2023,2023,t,43280.06,A,Official figure,
604,Peru,5312,Area harvested,1354,Strawberries,2024,2024,ha,2520,A,Official figure,
604,Peru,5412,Yield,1354,Strawberries,2024,2024,kg/ha,16476.3,A,Official figure,
